sector,donor,w,rmse,n_don,n_tr,treated
1410,398,0.007446265911682411,0.0468432151010757,77,25,0.0
1410,400,0.01844924171294752,0.0468432151010757,77,25,0.0
1410,404,0.009640350727943793,0.0468432151010757,77,25,0.0
1410,414,0.006615043261095348,0.0468432151010757,77,25,0.0
1410,417,0.016707931531786648,0.0468432151010757,77,25,0.0
1410,418,0.0041721727340675386,0.0468432151010757,77,25,0.0
1410,422,0.021920876329871664,0.0468432151010757,77,25,0.0
1410,426,0.016083680321882506,0.0468432151010757,77,25,0.0
1410,450,0.012903015872789794,0.0468432151010757,77,25,0.0
1410,454,0.0,0.0468432151010757,77,25,0.0
1410,458,0.022498279591037493,0.0468432151010757,77,25,0.0
1410,466,0.007889719002392137,0.0468432151010757,77,25,0.0
1410,478,0.003964440375315213,0.0468432151010757,77,25,0.0
1410,480,0.013308459535718692,0.0468432151010757,77,25,0.0
1410,496,0.0,0.0468432151010757,77,25,0.0
1410,498,0.011354057038751857,0.0468432151010757,77,25,0.0
1410,504,0.017920189013149297,0.0468432151010757,77,25,0.0
1410,512,0.016208124015563354,0.0468432151010757,77,25,0.0
1410,516,0.008201682294846248,0.0468432151010757,77,25,0.0
1410,524,0.004760803739968923,0.0468432151010757,77,25,0.0
1410,533,0.007833059912811267,0.0468432151010757,77,25,0.0
1410,558,0.01975297250434088,0.0468432151010757,77,25,0.0
1410,562,0.008168360780928608,0.0468432151010757,77,25,0.0
1410,591,0.0084315845070824,0.0468432151010757,77,25,0.0
1410,600,0.02295140190336405,0.0468432151010757,77,25,0.0
1410,604,0.013736586523701102,0.0468432151010757,77,25,0.0
1410,608,0.019568298557563136,0.0468432151010757,77,25,0.0
1410,634,0.001786295584699092,0.0468432151010757,77,25,0.0
1410,686,0.016717970117476354,0.0468432151010757,77,25,0.0
1410,688,0.01806094023774951,0.0468432151010757,77,25,0.0
1410,694,0.00773332748539769,0.0468432151010757,77,25,0.0
1410,710,0.015083098864604245,0.0468432151010757,77,25,0.0
1410,716,0.02357086213120126,0.0468432151010757,77,25,0.0
1410,740,0.02777952418441805,0.0468432151010757,77,25,0.0
1410,748,0.021944234774628268,0.0468432151010757,77,25,0.0
1410,760,0.0015751370988609942,0.0468432151010757,77,25,0.0
1410,768,0.014908322218085975,0.0468432151010757,77,25,0.0
1410,780,0.017281312704285172,0.0468432151010757,77,25,0.0
1410,795,0.03345790446054073,0.0468432151010757,77,25,0.0
1410,800,0.014277988723280243,0.0468432151010757,77,25,0.0
1410,807,0.01496699992459553,0.0468432151010757,77,25,0.0
1410,834,0.013335237779355549,0.0468432151010757,77,25,0.0
1410,854,0.013666980042133119,0.0468432151010757,77,25,0.0
1410,858,0.013154864527701697,0.0468432151010757,77,25,0.0
1410,860,0.026385300522251513,0.0468432151010757,77,25,0.0
1410,862,0.030268149406719513,0.0468432151010757,77,25,0.0
1410,887,0.009575976931282188,0.0468432151010757,77,25,0.0
1410,32,,0.0468432151010757,77,25,1.0
1410,50,,0.0468432151010757,77,25,1.0
1410,68,,0.0468432151010757,77,25,1.0
1410,76,,0.0468432151010757,77,25,1.0
1410,100,,0.0468432151010757,77,25,1.0
1410,170,,0.0468432151010757,77,25,1.0
1410,191,,0.0468432151010757,77,25,1.0
1410,218,,0.0468432151010757,77,25,1.0
1410,348,,0.0468432151010757,77,25,1.0
1410,360,,0.0468432151010757,77,25,1.0
1410,484,,0.0468432151010757,77,25,1.0
